playlist_id,track_ids
5179997,84887 2783062 3602909 2160453 460740
6649620,817112 1066876 3408431 1373208 3158943
10025680,4799513 3158961 1466208 3067360 2528975
6384414,2005127 1873420 3870306 627610 726853
6322058,463366 1812231 1887498 1518083 497483
7497396,2438351 1671988 1260111 1850450 2103535
5636293,1583562 12991 184202 2902714 1495432
8851585,2393702 2587499 3555352 196922 2448296
6593821,853629 1297735 3796108 840796 1363985
4776657,1495432 3689789 726853 363983 675104
1669641,3674209 3782763 1932912 1291834 2525701
6931119,1580480 3455524 2386151 1292984 185169
7447554,234836 87843 648387 497483 4733003
10029342,1563309 1030852 2115677 3051566 1764811
3071270,3575845 287294 3007412 3588773 3796108
8189293,905773 1764811 1705891 2967714 2981369
6077762,223071 1689335 3557281 726679 2802723
11341158,3779477 1074579 2586668 3705881 3794036
7608467,4474831 3196064 1231659 47331 1363985
4838090,1862402 3196064 268860 221724 1381678
7300234,1963358 3338782 443085 2438796 2833627
11231190,3406664 3668439 2303317 1317840 2422901
970740,363983 184202 1205292 184737 1495432
3965902,1185658 2537101 154235 1311435 3168292
5324059,1842828 1721962 47331 1750013 1363985
6167697,3288627 1218315 1074579 3779477 3705881
7839049,3682516 1205292 852849 1074579 1495432
8765494,2190582 1558542 2655526 3752712 2032052
7359877,201471 3050831 3037076 3790462 1951940
6912079,3159760 2816088 22413 2730084 1595978
7705731,2306694 2765431 611284 1495681 1086517
5164175,1577185 2232169 1764811 1705891 1563309
8864699,965608 440943 1161805 346924 25116
10070604,462738 3075639 1261800 2584899 1764811
6036823,2386151 1764710 3073704 2639886 516664
8075147,2429069 1855665 710844 2791377 329422
6345794,1583562 2251584 3387674 3001558 3246412
10043386,1074579 3794036 3705881 2857326 1209729
5384699,1691152 1056349 1951304 2237327 1832157
5375635,1969864 3498036 3197875 1896558 209196
6391024,3794036 3715624 1074579 3705881 3779477
18357,2293446 2609171 1525557 1869118 3769279
678422,2547173 2623449 1595978 3325349 1607588
10061736,2127224 3387015 3526800 3848262 731629
7170647,2942274 3358237 1997354 3102263 1127506
3116280,3166665 544208 126465 608431 710844
3437638,1595978 3091338 2967714 3124586 2158999
11649156,1412185 2278410 3603423 2307105 315460
6311959,977058 3603423 1818263 3415696 2278410
2534497,2803849 3176973 15162 3596931 3131838
3578331,276186 2834349 3124005 443369 3131921
4026852,462738 723392 889547 1156143 1321053
3161553,496282 1210884 1381678 1156143 3166665
10390041,856760 2843403 2436214 691304 3576341
3515573,490893 2740759 4531125 1691048 3664926
10050305,3024648 2593933 1689833 2820426 543519
10132262,403401 3319500 2742123 2251326 2593933
7082342,1627749 1432469 2302736 2859364 543519
11158733,1854446 1062077 3711538 1758365 204966
642791,1899715 1171050 3411429 3526889 1603637
619885,1963087 1367905 2607844 162922 2610397
1676342,2834148 1258719 3854642 826501 612601
8950167,3666749 1650258 2896711 2514218 2820426
7916915,2863395 731135 1181241 1385931 2821505
5740105,852515 307071 60163 1498874 1198161
154625,1206974 1127506 897771 3358237 204966
8694835,2306694 3781305 1951940 3168292 1560676
5814111,4633083 2286948 3092405 1764861 2020962
7457068,3409772 2981369 1563309 722514 1764811
8086140,3481377 3668898 2026926 2507922 2943476
11747577,3534168 2604245 2158207 2838621 516664
6421242,3583191 22018 3705542 495089 1182932
5921943,1045118 2794168 1684009 1090795 2189584
10624789,2981369 1563309 2232169 1156143 2967714
8088693,1788646 1197854 379774 184181 1945113
5532769,2023548 3166665 1678109 196922 1156143
5849242,2712703 505271 1280731 846351 3669391
10591281,698584 3690587 2009846 2293446 2981369
11542825,2712197 251931 1935713 840796 2223615
7316299,723392 1595978 1580480 3862221 2158999
8674841,2187924 705971 2657262 280890 106474
6943012,2285204 1070378 3671801 1337610 551406
11571526,2910342 477570 2840855 648387 1580480
5983568,2821505 2816088 232252 3197875 897771
5516150,3166665 3705881 1321053 1595978 204966
2636437,2840855 3166665 276186 1595978 1321053
3827810,1750013 1951940 3472737 3769279 1457317
3969805,654611 2158999 2547173 1595978 204966
2293266,3861322 675104 1364889 1845797 3338219
10864017,2158999 2547173 1595978 2909891 3325349
4615569,3166665 1475218 1064541 1587133 838485
7080158,2895054 3368450 346147 3124586 133066
39743,3752712 516664 1193299 2032052 1595978
11645106,2942250 3887752 3114116 1053281 1818522
3608423,87843 1688950 852515 3230459 627610
1399636,1775080 3067297 1337279 1133958 2870952
7542071,276186 1156143 3166665 623403 1210884
3439047,731629 841521 1979052 710844 234836
8319650,2840091 1735963 3561481 1558660 1422957
10098822,3705881 2715138 429747 905773 3794036
7396045,1474480 1792033 2119985 819361 965608
8912823,1842828 3664167 2800858 1261800 2190582
4206718,2609171 1951940 1869118 3590024 2419222
3808502,3705881 1580480 204966 1595978 3779477
8262089,276186 3671801 2021807 2285204 3779477
11594389,3705881 204966 3862221 209196 1363985
202938,619692 597782 3687848 852849 3796108
11630245,705971 1718629 280890 2278209 1764811
10322757,1385051 608563 3549081 474273 2154375
3652791,840796 1237657 2855792 2982267 1730784
6692834,1057692 792862 847665 878761 2493142
6186801,844622 3768225 2214979 727507 1381678
4371006,3197875 3173841 1969864 1896558 209196
7302033,1563309 2839271 2830848 1598691 183353
7142654,841522 2097978 2380059 1518083 1321053
7670417,3147559 2325137 854737 1532205 2378652
5029121,482101 1577185 268860 2448296 234836
8703021,2384104 3590024 840796 3866410 2285204
8772968,2843230 3048820 1721962 2783062 1750013
10440434,1801011 2165085 2447340 1111708 675002
6960933,3039612 1764811 2059497 3021373 660853
11345410,686184 1057330 2805494 2517284 2215531
4520013,657696 257961 2609171 1157961 1188793
3409047,3103959 1997725 2604052 3602909 311929
1545874,2302904 1137264 3197875 1156143 209196
10114319,1563309 1511837 1781238 3671644 3454607
10296068,1363985 2989670 1702710 3688744 2667428
10130077,3667740 3800791 445567 474281 1498187
5226809,824737 2608245 2950899 1896574 3309974
4142356,201860 4474831 47331 246102 1363985
10860694,2027290 1951940 1756913 416401 1268199
6633074,3588711 3470884 3590024 2579225 3671801
53494,3592207 3603230 3532345 3183699 1831622
3053110,3785931 1735600 202399 3668606 2557668
7497255,2798515 2861530 2299658 355223 3767808
11075044,2206335 2090319 374330 2642677 2367577
10140762,2307105 2838129 2003329 2628132 3329182
985792,2032052 681361 3752712 2655526 1193299
10062310,2041957 3700778 2898395 2711020 2754797
8765366,708722 1708439 1291684 3640762 594025
11629860,1764811 2967714 2981369 1563309 2232169
10409324,1945890 2203596 2378652 2787866 2509644
3962183,2673648 496282 1321053 462738 3679249
4711978,2173235 159969 290254 2799770 2868391
8558455,3583081 212269 2604052 3128665 1207847
8797081,2618210 2609119 820620 2622078 206081
10295820,1511837 1716480 3418965 2127224 3863544
8080987,2762459 3166665 2546767 3263130 662501
101090,470649 1620791 1120789 1062077 1470393
5306998,528081 838485 1064541 2247257 2735039
10594673,883229 184737 3861322 3408416 675104
1460623,1363985 2863395 3435028 3769279 2419222
7643915,3126058 2910266 3842150 2581791 2839271
8009581,3542444 1218315 3700757 59093 3288627
5654462,1321053 2989670 2372619 3133962 1685106
4699793,119288 608431 2909791 889547 3091415
11037443,71417 1101468 2791079 2942834 3738603
2757132,3876951 3498036 1137264 1321053 1563309
5958131,2534480 3590024 3017947 2032052 1595978
10591534,2158207 204966 654611 2863395 3705881
4812001,1105456 2110917 723392 4733003 3862221
11434083,1554979 1787174 2331194 1451089 1555733
1696274,1672852 2787106 2071740 1522474 3346814
8600793,3592106 276186 1210884 1156143 3166665
7682339,1498584 905773 2866388 363983 1074579
10576692,2552651 2817028 2431387 2064277 2203596
6677775,653104 3052630 2028674 858614 1856604
3542034,1848270 1344318 1350821 2834349 3616384
5425784,293425 2599574 2076422 2535215 1966460
11483180,3166665 2833768 1381678 897771 1156143
8891917,2160670 1102888 201860 2550703 2207213
3568978,677240 2607787 1106994 3418965 2363964
6388004,1645498 2828094 167766 4730293 1758365
4934695,1203351 634081 224919 134628 1403613
7419328,3166665 2173713 2706744 3179277 303710
8079995,2840855 3249112 1261800 1075325 1580480
7349726,2671 2859364 2902714 840796 3242142
4043066,311929 1257230 3796108 3628787 1563309
21974,1187176 2232169 3124586 1075325 2419222
4707536,673867 1243541 606368 2928405 3542492
4462430,159981 3726925 1044996 259969 3750112
11601491,1255650 2847695 88741 1349120 22413
8161027,840796 3173841 2158207 3498036 1896558
10146232,1563309 2645541 2642801 1813360 1457317
3496258,3677227 1813360 183353 2642679 1207106
4076657,662501 477570 2840855 1321053 1580480
6009345,3145506 201471 594025 2640428 671153
3109164,2863395 2273905 2378981 2557632 1257230
6927866,1486039 1868633 2112932 3441502 2622078
11659485,2127224 2493142 1998478 234836 1705891
10867846,2604245 1156143 2509644 889547 3166665
7701719,1716480 1998490 2108206 221724 889547
11016438,693180 205189 92618 1558525 656280
10947423,1218122 248396 2740759 619726 490893
6803197,1881928 195273 1754625 15100 303710
7335967,3796108 3387155 363983 3261304 2384104
6096241,3112921 1986571 1822173 905773 2763511
10433608,2684423 1462064 2803849 3124586 1584204
5718675,3705881 1218315 1074579 170846 1629296
8109211,425247 1128441 2763511 1218775 1678437
7554711,3088096 936316 3579669 2563511 454401
3092192,2386151 2537101 424036 154235 1261800
4962664,3316873 1648013 543519 2110917 1563309
4415777,276186 3779477 1563309 1074579 3705881
10580397,2567914 2056909 2958153 1367802 3211844
5192865,2221948 2367577 1156143 1210884 3166665
3485607,1341389 3114710 905788 162955 3249112
8480058,2849271 2522590 208696 429747 1764811
7019504,619692 232252 3225706 2110917 4733003
216359,2552638 1864599 1086517 3261304 2285204
7692990,2345092 2229502 2791079 1281926 2802723
6238672,2650382 3481281 1105456 196922 2110917
7422849,258341 164165 2967714 2981369 3542379
8314937,1202138 2740759 474273 2424997 94239
5949143,2712377 1959177 2021942 2493822 2008442
6503250,3878240 2136162 3687848 557919 2456518
10221571,2838621 2604245 2158207 3193580 319613
4677606,1381678 2684118 483690 847665 3828446
5589817,3393016 159162 1539870 3113155 2522590
11359953,1269242 1310526 543519 1570961 234832
3633235,1741958 2064316 3746441 438298 99401
7460165,1156143 651120 3802094 676092 2706744
10950773,889547 3628787 723392 204966 3862221
10055966,1069218 1988732 2288866 1343650 965608
8695962,3705881 889547 2158207 3796108 1074579
290240,1595978 206081 1518083 2730084 2419222
5334524,204966 582603 2802723 2244769 2826340
5740133,2190582 2032052 2655526 3752712 1193299
4937303,335100 2479079 1651080 3530582 1345790
10162936,1707977 1731010 205627 1881928 3303143
7950868,2481690 3071645 3327212 2308906 2016859
7589452,3166665 55460 217060 2273858 1822173
10320730,3561481 1438089 2891321 1885468 1818311
7686065,2077743 1422957 2891321 1885468 3561481
4693216,1209729 185169 363983 1495432 3166665
3505178,2674349 2816331 2956022 1049837 793982
10294014,3495089 1210884 1156143 2950046 3166665
4040480,2833768 1470214 287886 2454612 1275279
5485712,3607633 612601 3138311 3854642 1258719
3773307,1992169 1091128 2585394 1185697 2149725
2844906,3826915 2618210 2977392 2298216 345031
5813432,1708046 1725845 1210855 91421 2139868
3180116,1818779 3862221 2110917 723392 4733003
7540474,2840867 3705881 4474831 889547 723392
8259097,1321053 2766473 1046531 287886 3666106
6618558,1381678 3828446 1887389 1210884 2763511
8612831,3781305 429024 1363985 47331 311929
6529394,246102 221724 1518083 2989670 1363985
5906992,2373644 2949015 1363985 1663866 3796108
4360542,2065733 3666035 443407 535330 204966
4271681,412016 3014232 2920165 2768037 2927648
6833535,1262158 3685089 1231659 522200 1134290
6636679,2897747 2618210 3144248 1187176 2763511
4741440,580155 3161635 2942638 2112932 2552638
6066030,1596470 1621072 2023801 184181 1495681
10130749,2824064 2048115 2330139 1101706 3794632
97569,2537101 2378652 1702782 154235 184202
10280489,3746614 265024 298790 2457546 2656990
6070261,1375172 2586512 15114 3579401 2514811
6406053,87095 647928 3769663 74094 1864813
3714325,2660691 2896410 2836123 3007406 1696866
3114395,1292984 2481430 2604052 424036 3746709
6656366,1074579 3705881 1730784 1209729 3779477
5658632,3004728 3288406 2610397 3075639 3044962
7834463,3086697 2020431 1264415 1011111 291707
5221508,1169238 3007412 682335 1187176 3866410
1065591,1748301 2149194 959961 2642677 1218315
5768697,1076029 3422265 1374531 162922 3072926
566005,2028732 2839223 3700778 3452073 2525701
5651457,3594897 1831548 3043585 2302904 682335
495127,1068546 2755625 528703 2973750 1363586
7211345,3794036 3779477 1074579 1193299 3705881
5466688,726853 1813360 1261800 2902714 3846669
14952,3196767 2449952 716396 3746436 674217
4381172,2152295 2618210 1855073 2225110 3136256
5593230,3066903 3607633 1258719 612601 826501
3026695,4568179 1077228 89090 3703952 291707
11724383,2172584 564652 840943 620028 1186628
4024294,2863395 682335 3569837 3783305 3594897
10545386,1613938 2740063 3671666 2174839 2333132
5700541,840796 302758 3796108 1405711 3866410
10774429,2015337 2328094 625975 98523 1881348
4497546,1185697 3854642 1604734 2774046 1885260
8973091,1321053 1935274 1887389 1803660 276186
10427384,814980 492226 3668606 468841 698584
8881301,2778079 1532824 86070 1099824 636792
5254433,1522797 1363597 910115 49947 1788000
10401518,2886871 94140 204966 2690914 654611
6906905,2333021 905788 3324176 707478 1356069
10697076,1338121 3780068 20119 3633559 2804256
6779750,436293 1498407 1701757 1025853 2839271
10044888,2032052 222438 2190582 1558542 3242142
2996298,1281245 1526402 1991876 2675969 2154309
10814903,1064541 838485 3782763 3362300 1475218
5427567,1765969 1762722 879517 2268251 710844
3951166,1647509 2894765 3738603 1634949 2967714
6875792,3011311 3137640 2023932 1775112 1999519
4718455,4474831 1210884 3166665 1156143 1363985
10911423,1074579 992186 3616384 2730916 2989039
10014294,2955768 1509746 2765601 611284 2517284
660513,3789763 1598691 25116 3288627 1218315
7541485,259451 2427036 2286946 416373 1584204
4060283,3850548 1069218 676946 478822 1792783
8988158,3196064 208696 1998478 311929 3067297
11337735,3750309 1081414 2610609 3158255 3148486
5936466,3166665 2846088 843602 2763683 2868335
5423590,1960009 1881216 2806171 1893733 1619997
8244327,3666035 1338910 1094523 1678109 22413
6311549,3663172 1469940 1317840 838485 3262479
8603774,2376766 1205292 2821505 184737 2609171
10766576,2883137 2793557 908549 2981369 2609171
5013430,3102263 2509644 3690005 2367877 2032052
2862884,792692 1634949 2609171 1495432 1321053
11094144,2793557 1193299 3769279 1558660 3071645
8323524,969328 1067430 1187176 209196 2802723
8738795,1807310 1813360 2725661 1563309 183353
5442766,1818779 516664 2158207 2339150 723392
3197816,731534 3794036 3705881 1074579 2234834
8035364,445952 1399624 2752368 898412 1692721
8538298,810006 3303143 2142839 1731010 1707977
4885189,1580480 519975 338909 1817875 2840855
10981107,1881216 2377213 1822221 180348 1191477
3123391,183353 2957599 2981487 1111182 3131935
10149083,1550195 3381745 1076524 2537118 1998490
7584358,2457546 298790 2984776 2656990 22480
6631312,350172 3862221 723392 4733003 2584586
6134437,3112752 1470393 1475667 3258646 3283599
5710198,1721962 268860 509746 1208018 162463
6282858,2927273 1075933 486607 2250385 2268501
8845525,1088475 3414685 543519 1764811 905773
7315573,2668625 2652246 2013545 1891180 3260193
6187833,139245 2973214 2690578 3260193 1361901
4123900,3669279 1368054 1067436 247774 1855073
10874534,2488394 969328 1832159 2803849 2763511
7553586,671153 1228567 811685 1987612 4928396
6588778,1963853 286457 2517292 2839271 1767589
4493238,195273 2226095 3738603 1807310 2215617
9003605,908549 1297735 2989670 675104 1363985
5311867,1451089 242027 2844027 1494256 12991
5064086,2791079 2378652 2097978 1518083 3628787
7506553,2983150 2237015 3548018 1862402 2004802
7542141,2898395 3705881 493828 2758991 1074579
11567689,2849976 1101468 3227548 693476 1822173
3049584,3637037 2313909 355223 2552979 1699821
8213722,1495681 444451 4770495 876038 2981246
4849059,2507532 1584204 1495449 2754797 2763511
3004172,2840855 1580480 715127 2764036 3526178
4022577,2821505 1587041 2863395 3103440 2612546
5382568,138921 2897305 2949043 1155563 2787855
5678850,291730 872003 287922 3169704 159981
10025794,458524 1945908 3752887 1384775 2642677
5735575,1580480 2302904 209196 2840855 1321053
2461004,1549315 3067400 3342362 620699 3828279
11439680,1532839 3574959 1291070 1659741 2615532
10839125,3705881 2584680 3464076 3542444 209196
6345765,0 0 0 0 0
8019070,829772 406529 2456390 157831 2152295
6716800,1375351 3779477 1074579 3705881 3794036
11610425,3142008 3038200 1175566 2840804 268860
7795943,3875981 425247 642667 1524412 2153004
4980533,2507532 2803849 1495449 1128441 2763511
4499712,2367577 1707930 3126805 2763511 2488394
4860456,1873672 4665544 2684423 1348970 3357328
10631638,2842696 1769831 2734018 1907712 1823408
6810453,2895152 60296 2203596 2840804 268860
8742967,432708 686911 3463776 1928449 1062077
11024008,715127 1843142 1935274 338909 2339150
6596363,1595978 3211867 634184 2875461 3325349
4428133,2840855 3224828 3481281 2302904 1321053
5169511,2762459 2856374 662501 3229010 1235736
10041926,162922 2009846 417901 3767985 430224
3413090,2325124 346147 2021807 1887389 276186
7445403,3666035 2207174 535330 3368450 346147
8847308,1227320 1297735 1527919 1702782 3594897
3093401,682335 1517235 1255651 1527919 3594897
8324923,3800791 3550498 359654 1258014 445567
10839811,2293490 3441502 608563 1269889 551651
10657763,2769543 3277150 3357300 497498 2102007
1593931,2569652 2754813 2651119 2803831 2821391
338956,1567099 1498584 2981369 92183 2608992
6728326,2419222 662501 3876951 3779477 1580480
3735551,1896558 2609171 1210884 2840855 1363985
5745680,1659638 3843520 2593933 2944460 1715036
3934114,1584204 1707959 3261092 1862633 1407635
261823,1268199 1607128 2110917 4733003 3862221
7921287,1607128 726853 497483 1595978 204966
10289012,2221948 462738 3067297 185169 1156143
11220702,675002 3862221 1088475 2232169 2110917
8608926,3779465 706718 727921 3252168 826107
4661614,3189562 15117 2226790 2981369 1813360
6155182,2270278 1381428 1363985 170846 2897521
7823869,184737 1645640 363983 3202623 1495432
937357,2370923 1201432 3633836 3559131 3131921
5607251,3262479 3003358 223123 1831615 3671644
11060114,2801420 3003161 3324038 2536962 3636891
10761289,1997354 1132420 1127506 1206974 3358237
4329805,2840855 151738 654611 2154375 477570
4954442,3166665 2454612 1064541 1343824 838485
5020487,1997671 2196927 1275991 2396549 2479257
4561608,3196064 540211 3666106 1381678 3828446
3344851,1156143 1321053 1563309 3166665 1363985
10465526,3705881 3542379 3794036 2967714 2981369
4332734,654611 3145506 881801 2667736 204966
6374253,363983 2833627 25116 1218315 1495432
845675,1470393 2989670 185169 1822173 1137264
4287639,94727 2919119 2577601 2960314 106861
3181611,3554932 3066903 3057846 2301699 1691152
7032979,1356226 180342 22550 705815 636792
8622243,469756 2456148 2677249 2454737 205679
7355513,3794036 3542379 1705891 2967714 2981369
925320,674020 1321053 926181 2226064 3436116
7743903,1074579 3705881 3846669 3189562 2902714
11065937,2901766 1258042 3870306 3189562 1210884
4732452,3498036 1156143 209196 3166665 1580480
5664530,2803725 3800791 2206553 3550498 1258014
4109018,1738612 3053386 2263419 1268199 3189307
5289353,2690914 2674349 1498584 3124586 2154375
8992668,3166665 1156143 676092 655322 3067297
5081394,2948452 491404 2207174 3111620 178775
8800680,1101344 2303250 3783305 3790462 2844027
6575058,3112921 306786 2221948 2725732 307771
4852660,1764811 60296 2643019 3062025 1959177
6290929,2252516 356035 2347764 662463 1447270
4325206,2530287 142509 2775861 3555288 3473132
11209138,1669815 2932680 1155008 2805465 2966764
4132270,1262069 2640428 2422901 1826533 3574956
45962,1629296 3542444 3705881 3779477 1074579
8863325,675104 2959419 3408416 1187176 2902714
6014412,2189584 3542444 3794036 1218315 3705881
5893850,3082901 3168292 1311435 3102217 184202
7541856,1722915 1227151 3705526 486659 1651080
3788421,2158207 2730084 3166665 1580480 3779477
10106987,338909 2097978 206081 2509644 2730084
10948053,2655526 3752712 2419222 1193299 1286763
7542211,2895054 1607588 2246797 346147 3124586
6821852,3106976 2130262 515541 2805306 1537399
8539227,1563309 3549081 2981369 164165 2967714
8549586,3800791 1498187 3550498 1258014 3131935
396070,2586461 150583 3588773 2866388 2802723
6622015,2863395 1261800 1044672 2013538 915716
3300005,2216619 2004431 3070269 4557520 137515
4040095,3846669 2843452 2552638 3464076 2354115
8309877,2825500 2862442 2609171 2883137 2793557
10942169,109213 3338953 3334539 1515245 3472737
8164350,3705881 2897887 1425053 1607128 889547
6818368,2303390 307771 2725732 171498 3568402
10848131,3789763 3705881 3542444 1218315 1074579
11555084,3671801 2021807 363983 1495432 204966
3924675,2419222 2584680 2862442 2883137 2793557
1498629,897771 841522 3846669 2902714 726853
10552557,3671801 3846669 2021807 726853 497483
10383966,2862442 2883137 2547173 2793557 1595978
5050183,3088096 2384104 2816088 1525557 3590024
5590022,1156143 3166665 3876951 1764811 1210884
7633839,2787326 1356069 1764463 2724443 1887380
10596779,1632162 2869797 3762677 1751728 2866388
11020123,1217730 2552651 619075 3512367 2179502
3820363,2127411 1524412 232252 2153004 1563309
5486243,1580480 2221948 516664 3498036 2840855
5257246,2623416 2819261 105721 700544 483690
475881,1476700 430584 1363985 3382218 3464076
6617868,682335 1165850 3703952 2149194 3594897
5173232,486621 3411425 3349610 74658 719185
1834904,2454612 3131921 798801 1122222 1691152
1136370,353487 4562677 2780494 2609019 3419856
2044419,3705881 1156143 1580480 3166665 3779477
5192189,416401 3166665 1470393 3666106 1156143
8891286,83994 3303588 2234575 1998436 1312597
10779557,1580480 3197875 4733003 3779477 3862221
7499591,3705881 1074579 3862221 209196 3779477
10816332,1659540 196922 1678109 3870306 853629
7541627,3389343 1165540 1708079 2793557 3769279
1180364,2902714 2160453 2579225 2419222 2285204
5088824,3126805 1527919 1227320 1297735 2763511
889504,820620 2840855 1732003 3144248 2618210
6623433,3408416 1790459 2959419 3861322 675104
11450729,671153 2981369 164165 306786 2967714
5594455,1075325 2816088 1286763 3166665 1321053
10619478,2378652 3098975 230918 4695 146459
7545744,2692279 918078 3472297 2766644 3260970
10434103,1951940 3687848 1525557 1457317 2609171
4161847,2849271 1563309 3549081 3859798 1045017
8662747,3828446 3166665 2646260 540211 3459300
5146771,1156143 3166665 408580 87843 1210884
11742406,2950530 3726216 3539205 3666106 3568402
6167847,3431342 1887389 2154375 516664 1321053
3766697,3202623 1822173 1969864 1580480 3796108
8831767,2924245 424036 3362164 3610814 212269
5332737,1363985 1432469 1563309 2897521 183353
3167755,3705881 2367877 3454607 329422 3862221
4607874,1122222 957448 1495449 903173 2941119
7593309,1715036 3428057 223944 2557632 905773
6014433,3166665 3197875 675104 1210884 1156143
5205056,1627050 1716480 889547 2595471 2108206
10196236,3246927 3303596 3305035 3750545 1935604
4960760,900501 2376433 3785263 2401115 12991
10401885,1685676 167771 1489088 515420 2363964
10311144,204966 1969864 1457317 1887389 654611
8900038,2547173 2077625 2285204 1286763 1595978
7463156,1968631 687895 3076552 98752 2785193
876283,2027290 619235 3262479 2838621 232252
4666371,1563309 173948 149242 341404 3669166
5286415,2863395 1868682 1645640 1842828 2821505
4356747,2679918 183353 3263163 816870 1486319
6247638,1207106 3705881 276186 1218315 1887389
3000947,2053860 3419364 2677714 641862 2751849
2853628,1822173 477570 2840855 1156143 3166665
8934605,1748301 3007412 2763511 675104 1321053
7293702,3666106 619235 206081 3498036 2863395
8553301,3498036 3862221 1580480 3705881 204966
6178241,675104 1206974 2618210 3358237 1321053
8241346,3166665 3283599 470649 2823309 1470393
11381473,363983 1205292 1297735 184737 1495432
1176693,2949623 408580 460740 1209729 3705881
5451270,3196064 1966460 3674375 1690693 1838617
10575805,192369 1067430 699499 1986571 1187176
10380471,944043 3472737 1187176 192369 2448296
5690240,1563309 234836 3470374 3197875 183353
4219181,3803678 1563309 306786 1752207 183353
11300664,1767081 2363964 2882303 2203596 2565868
1173169,3410078 3417898 3380825 722457 3156607
5142568,2158999 2547173 3779477 204966 1595978
11101668,3781305 3755548 1910426 3389851 2209516
10967815,1925226 164116 3527649 904637 2476192
4209541,84556 298790 3704012 2656990 1905977
6545272,1843142 71409 1378544 715127 150583
7472495,739807 1197854 379774 1945113 430224
10212684,3091338 1390500 2158999 2547173 1595978
10109165,2921462 1816180 1075097 2082147 2123750
11572750,3602909 3131921 460740 1381678 3828446
2502366,460740 1275279 2833768 1381678 3828446
8038129,2715138 2866388 3628787 3794036 3705881
4654378,2859979 2158207 840796 3796108 204966
8189353,1730784 3112921 2448296 2989670 1363985
10516709,1253509 1494753 2530261 303693 1432903
6721916,637729 452010 2325137 3738603 3750737
10347378,3189562 1074579 3705881 2805020 676462
15761,826107 641442 2671399 1685106 1260556
8509314,3794036 3705881 3630470 159981 1209729
8824518,3674209 3640762 3854642 2303317 826501
8532705,3802089 2820426 681361 3556874 672126
554529,2651696 2316788 159989 4497502 1705891
8655949,464843 1498187 2825343 1498311 445567
3931486,171498 3102263 905773 1887389 2802723
7060514,1209729 1615206 1995468 3743477 272566
2939508,1085585 2730881 2064277 2328621 430224
7628521,2839271 642667 3114562 1550729 1691082
11077763,2793557 2609171 3742062 619235 3769279
8415913,2261219 1639887 2159342 1684009 166299
4506023,2929563 126465 2930330 150583 375456
10884382,4531125 2740759 1864195 490893 474273
5813207,320231 3007406 2801870 3216722 2551935
72826,814853 2833461 2234575 2487984 792692
2219869,3542444 1629296 1074579 3705881 3794036
5133179,3705881 3067297 2981369 2866388 276186
3053678,2897887 1074579 2976640 3705881 3794036
8000987,2270278 223944 3550611 915716 1705891
63512,3409143 176811 1325067 1864599 2021807
1834101,2229502 3147559 279781 1306046 1819065
10163963,1767081 246102 4474831 1363985 2836309
1020298,3752712 2190582 3017947 3866410 2032052
8203297,3406441 2866268 3273559 2581791 2706752
11706029,850399 7217 2226790 2673648 2754797
6595071,164165 1864599 2715138 154235 3542379
4561376,2843230 3362275 951544 1532205 1607128
8891875,2750125 3853154 1363985 2779251 3018517
2270861,840796 1523233 3796108 3451626 3866410
849868,248396 1864195 1061515 2740759 474273
3376049,2849271 166355 2829576 1517235 2226095
8680360,3542379 1563309 2967714 2821579 2981369
1443545,1156143 3166665 2537101 1583562 1210884
7415265,2604052 212269 1563309 1207847 1372484
11088015,3705881 204966 2158999 2547173 1595978
11105740,2185601 500763 3039413 969328 2016533
6767454,1250902 233723 3778167 1850450 375456
2010723,1896558 209196 3173841 1969864 3197875
5308457,2706744 3112752 3053386 630552 3559131
10856669,3534168 2604245 2838621 516664 2158207
10150583,269428 1311435 2410443 2684386 437130
6098219,3052699 143486 1055263 180307 400197
7816383,2599574 1540095 1372524 3663172 2325099
3048208,2801526 2582772 2187917 2739124 1713708
5238339,3861322 1074579 363983 3862221 1321053
5967065,661380 2971135 1963853 2607721 1767589
6505433,1495449 4877935 2123717 492566 325489
10050509,303587 1075093 2803834 3559131 1235736
10097904,3166665 1104082 2642842 2877394 830174
4885246,1563309 2967714 3029844 723412 1832166
6032237,3769279 2609171 2653504 2939740 2385325
2427795,3705881 206081 1735519 223944 3454607
3731829,3481377 87720 3147325 357046 99100
11697785,3230459 1069218 3481377 1945890 3828446
11017659,1362026 303505 2456518 1310071 2518491
6076980,424036 840796 2842169 212269 1976463
4112384,726853 2902714 3557281 3737562 3846669
8502324,3189307 3846669 183353 497483 1563309
8599383,1960976 228843 3636891 2791377 1651080
4591710,424036 3282252 1103972 2924245 212269
10183332,2912461 956872 2930330 329539 1563044
8337913,4486831 488259 3869533 1832159 2785990
7977234,616834 2316753 2482663 1423645 1817875
5719414,441886 1102888 2065032 2927648 2607844
11275403,1817875 648387 2419222 2981369 3705881
10999395,1123159 246102 4474831 1767081 1363985
94534,1563309 611017 1010486 2232169 234836
5722356,2951006 1955849 2798112 2720542 3441502
10788743,792098 938171 662501 2087355 1235736
5424044,150583 1563309 3102263 232252 2981369
10143883,2802723 675104 1321053 1156143 3166665
10356237,3316873 2784129 1590747 3632022 1133309
8911815,2967714 1807310 2981369 183353 1563309
10345667,2597536 3130408 3637072 2904938 2491916
10152791,184737 99100 1187176 3687848 3866410
